media_name,publish_date,title,url,body
npr.org,1/12/2020,Bernie Sanders' Campaign Co-Chair On Black Voters,https://www.npr.org/2020/01/12/795742611/bernie-sanders-campaign-co-chair-on-black-voters?utm_medium=RSS&utm_campaign=politics,"NPR's Michel Martin speaks with Nina Turner, national co-chair of Bernie Sanders' presidential campaign, about African American voters supporting Sanders over Vice President Joe Biden. Sponsor Message"
apnews.com,1/31/2020,Voters' 2nd choices could be decisive in close Iowa caucuses,http://apnews.com/fab044193fc1e54565ba568a6947eed4,"DES MOINES, Iowa (AP) — Democratic presidential candidates seeking victory in next week’s Iowa caucuses are navigating a field that is so jumbled that voters’ second choice could matter almost as much as their first, adding fresh uncertainty and confusion to the final days of the race. Lower-polling candidates including Amy Klobuchar, Andrew Yang and Tom Steyer have been approached by multiple campaigns in recent days eager to form an alliance that could reshape Monday’s election. Joe Biden’s team has been in communication with lower-polling rivals, according to several people familiar with the conversations who spoke on condition of anonymity to discuss internal strategy. The former vice president’s campaign dismisses such reports of potential deal-making as dramatized accounts of business as usual. But the delicate overtures are a test of the leading campaigns’ ability to assemble a winning coalition and the capacity of second-tier candidates to stay relevant. And it could be decisive in determining who leaves Iowa with the momentum that will be needed to sustain a long campaign ahead. “The second-place phenomenon, at least in Iowa, is not a bad thing at all,” said Iowa state Sen. Zach Wahls, who supports Massachusetts Sen. Elizabeth Warren. In contrast to a traditional election, the caucus system works like this: Voters gather at dozens of caucus locations across the state and start the night by pledging support for their preferred candidate. After the initial vote count is taken, voters backing candidates who earn less than 15% are free to shift to other candidates or go home. Read More While a dozen Democrats are still running for president, just four — Biden, Warren, Bernie Sanders and Pete Buttigieg — have consistently polled above the 15% threshold in Iowa. Still, any of the four could see their support fall short, depending on who shows up to caucus. As is the case with Biden and others, Warren sees an opportunity to draw significant support from Klobuchar, who has not reached the 15% threshold in polls to date, even as the Minnesota senator’s standing appears to have improved in recent weeks. “It’s certainly no secret that Sen. Warren ... has the highest favorables of anybody in the field within Democratic primary voters,” Wahls said. “I can tell you anecdotally that she is the second choice of a lot of Klobuchar supporters.” Klobuchar’s team, aware that she’s viewed as a source of second-choice votes from several campaigns, downplayed the possibility of a potential deal when asked about conversations with rival campaigns. “We’ve got no plans to cut any deals with anybody because we’re going to be viable,” Klobuchar campaign manager Justin Buoen told reporters on Thursday. “We’ve got no plans to tell our supporters what to do.” Sign up for Morning Wire: Our flagship newsletter breaks down the biggest headlines of the day. Email address Sign up By checking this box, you agree to AP's Terms of Use and acknowledge that AP may collect and use your data pursuant to our Privacy Policy . Klobuchar’s Iowa adviser Norm Sterzenbach said the campaign was more focused on trying to win over supporters of other campaigns. “Caucusgoers are going to go to their second choice because that’s who they like, not because of anything we tell them to do,” he said. “I just think it’s a waste of energy for us to focus our time on trying to make deals.” To say the situation is fluid would be an understatement. Just four days before the Iowa contest, polling suggests that more than half of the state’s likely Democratic voters are open to changing their minds. Forty-five percent of all likely Democratic caucusgoers named a first choice but said they could be persuaded to support another candidate, and 13% did not indicate a first choice, according to the CNN/Des Moines Register poll conducted earlier this month. At the same time, history holds few examples of final-days deals between rival campaigns that had a significant effect. One may be in 2004, when North Carolina Sen. John Edwards and Ohio Rep. Dennis Kucinich struck a deal to support each other. While Edwards was already surging at the time, the pact was more aimed at hurting former Vermont Gov. Howard Dean. In the end, Edwards finished a strong second behind Massachusetts Sen. John Kerry and Kucinich finished a distant fifth. Dean finished a disappointing third. Should history repeat itself in 2020, top-tier campaigns see major opportunity in Klobuchar, who appears to be on the rise yet has struggled to hit the viability threshold. They’re also eyeing Tulsi Gabbard, Steyer and Yang, who have been mired in the single digits for months. Yang acknowledged this week that multiple campaigns have reached out to his team about potential alliances. Speaking to reporters on Wednesday, he said he’s not planning to urge his supporters to head to a specific second choice if he doesn’t make it past the first round of voting. “Right now we have no guidance for our caucusgoers who don’t find us to be viable,” he said, downplaying his ability to direct his voters toward any specific candidate, even if he wanted to. “The people that support my campaign are very diverse in their leanings,” he added. “I frankly think I’d have a hard time getting them to do anything that they weren’t naturally inclined to do.” Yang conceded that Sanders, if anyone, might be best-positioned to inherit his support. And there was anecdotal evidence suggesting Yang was right. Victor Cornejo, a 45-year-old engineer who attended a Sanders campaign event in Iowa City, said he was still deciding between businessman Yang and Sanders. He guessed he may get the chance to caucus for both if the proceedings go multiple rounds. “I like Andrew Yang because he has a different approach, and he sees an economic approach to the future. I like the fact that he’s an outsider,” Cornejo said. “Bernie has been around for a while, and there’s some stability in that. And that actually brings some of the trust.” A Biden aide, meanwhile, privately acknowledged regular conversations with other campaigns, but downplayed reports that Biden was actively trying to cut any deals. The aide, who spoke on the condition of anonymity to share internal strategy, expressed confidence in Biden’s ability to pull from other candidates and pointed to polls suggesting some overlap with Klobuchar and Buttigieg. While Biden would not confirm his own campaign had conferred with the Yang or Klobuchar teams, he acknowledged that horse-trading is routine in the caucus process. “Everybody’s looking and says, OK, if your guy doesn’t win or your person doesn’t win, who are you gonna go with?” Biden said in Iowa on Thursday. Sanders’ state director Misty Rebik also de-emphasized efforts to woo rival campaigns. “We are a movement of vote your conscience. We don’t have a strategy of telling people to ‘Go here. Go there,’” Rebik said. “And, in the off chance that that doesn’t work out for us, we expect our voters to do what they do, trust their gut and go for their second choice.” ___ Associated Press writers Hannah Fingerhut in Washington and Thomas Beaumont in Des Moines, Iowa, contributed to this report."
apnews.com,2/1/2020,Biden camp prepping backers for extended fight beyond Iowa,https://apnews.com/6007f64cd8efe24405db5152ae053c06,"DES MOINES, Iowa (AP) — Three days before the Iowa caucuses begin the 2020 nominating process, Joe Biden’s campaign manager downplayed the significance of Iowa and New Hampshire and prepped supporters for an extended primary season. “The vice president has said many times: Monday’s contest begins the process, it doesn’t end it,” Greg Schultz wrote in a Friday memo obtained by The Associated Press. Schultz told supporters that Biden will be “competitive” in the battle for “a small number of delegates” at stake in the first two Democratic presidential contests, but he devoted much of the two-page document to explaining why Biden is “well-positioned to win” a nominating fight that could last “into the summer.” The memo came hours before the Biden campaign disclosed that it had only about $9 million on hand to start the year, a precariously low sum with the expensive months of travel, advertising and personnel costs ahead for campaigns. Schultz did not mention the cash-on-hand figure in the document. The campaign will need to engender confidence among donors if it hopes to sustain the kind of lengthy effort Schultz described, particularly with billionaire Michael Bloomberg looming with a self-financed campaign that is on track to spend hundreds of millions of dollars. Schultz stopped short of predicting a brokered convention, with no candidate securing the required delegate majority in advance. But he announced the hiring of a top delegate strategist, David Huynh, and the addition of several fundraising heavy hitters as evidence of the campaign’s preparation for a long fight. The memo is consistent with the Biden campaign’s argument that the first two contests won’t determine the nominee, given that much more racially diverse states follow that are better territory for the former vice president and award more delegates. But it’s a strikingly different approach from that of rivals like Vermont Sen. Bernie Sanders, who boasted in recent days that he can sweep Iowa, New Hampshire and Nevada. Read More Biden himself acted as pundit Friday as he campaigned in Mount Pleasant, telling reporters he expects to do well in Iowa. “It’s gonna remain bunched up, I think,” he said. The first four nominating contests spread across February should be viewed, Biden continued, “as a package” to assess “who can represent every aspect of the Democratic Party.” He noted his polling advantage in the fourth state, South Carolina, calling it his “firewall.” The Schultz memo didn’t mention Sanders but countered the idea that any candidate can build unstoppable momentum this early. “It’s highly possible there will be a small delegate differential among the top candidates on February 4 and February 12,” Schultz wrote. That’s where Huynh, one of the party’s foremost delegates and rules experts, could prove critical as Biden’s newest aide. Huynh worked previously for California Sen. Kamala Harris’ now-defunct 2020 presidential campaign, and he was a top delegate adviser to Hillary Clinton, the 2016 Democratic nominee, earning the nickname “Delegate Dave” in the process. Schultz emphasized several new additions to Biden’s national finance team, including former Commerce Secretary Penny Pritzker, a billionaire businesswoman and sister to Illinois Gov. J.B. Pritzker; Marc Lasry, the billionaire co-owner of the NBA’s Milwaukee Bucks; and former Ambassador Rufus Gifford, a prodigious fundraiser who served as the finance chairman of President Barack Obama’s 2012 reelection campaign. Schultz wrote that Biden had the best fundraising month of his campaign in January, despite avoiding any specifics. Biden raised $22.7 million in the fourth quarter of 2018, which was his best quarter since joining the field in April. Red flags went up in October after Biden reported having about the same $9 million on hand at the end of September that he just reported having at the start of the year. But aides and some donors insist that many deep-pocketed Democrats who’d been on the sidelines for months have started contributing, while Biden also picked up support as other candidates, including Harris and New Jersey Sen. Cory Booker, dropped out. Schultz also said Biden’s digital fundraising has accelerated. Polls in Iowa show Biden is in a cluster with Sanders, Massachusetts Sen. Elizabeth Warren and former Mayor Pete Buttigieg of South Bend, Indiana. The race is also competitive in New Hampshire. But Biden has consistently held leads among nonwhite Democratic voters who make up a larger proportion of the electorate in the states that follow, starting with the Nevada caucuses and then the South Carolina primary. The slate of Super Tuesday states also is racially and ethnically diverse. More than a third of Democrats’ almost-4,000 pledged convention delegates are up for grabs on Super Tuesday. Democrats award delegates proportionately to candidates who get at least 15% of the statewide vote or 15% in a congressional district. With the potential for several viable campaigns, that could mean it will take months before any candidate can cobble together a majority of pledged delegates. “Having Dave head up that process for us is an enormous advantage,” Schultz wrote, “and we’re excited to have him on board.” ___ Associated Press writer Alexandra Jaffe contributed to this report from Mount Pleasant, Iowa. ___ Catch up on the 2020 election campaign with AP experts on our weekly politics podcast, “Ground Game.”"
npr.org,2/6/2020,"The Latest From Democrats In Iowa, And What's Next For Candidates In New Hampshire",https://www.npr.org/2020/02/06/803508806/the-latest-from-democrats-in-iowa-and-whats-next-for-candidates-in-new-hampshire?ft=nprml&f=,"The Democratic National Committee has requested a recanvass of Iowa caucus results, though it's unclear whether the state Democratic Party will oblige. Meanwhile, presidential hopefuls are moving on. Sponsor Message"
nypost.com,2/3/2020,What are the Democratic Iowa caucuses and why are they so important?,https://nypost.com/2020/02/03/what-are-the-democratic-iowa-caucuses-and-why-are-they-so-important/,"Explore More New Hampshire primary exit polls show voters strongly backing Trump on immigration, economy Biden douses cold water on Trump’s blowout win, doesn’t ‘think Iowa means anything’ White House apologizes to Asa Hutchinson after DNC brutally mocks failed presidential bid DES MOINES, IOWA — The battle for the White House begins in earnest Monday in the humble Midwestern state of Iowa. For the last 40 years, Democratic presidential wannabes have spent millions of dollars and a disproportionate amount of time lobbying voters in the Hawkeye State for their support in the Iowa caucuses. So why is this race on a freezing winter night so important — and why are candidates so desperate to win it? What are the Iowa caucuses? The Democrats’ Iowa caucuses are held in January or February of an election year, and mark the start of the primary election race. The contest culminates with one presidential candidate becoming the party’s official nominee at the Democratic National Convention. Unlike other states, which have primaries where voters head to the polling booth to cast a ballot, Iowa has used caucuses to select candidates for office since the 1800s, according to the Des Moines Register . Candidates are fighting for delegates, who will go on to represent them at the Democratic National Convention in June. This year’s Democratic nominee must win at least 1,991 delegates at the convention. Iowa has only 41 delegates, but the caucus is crucial because it gives the winner momentum at the start of the season. How do the Iowa caucuses work? Republicans in Iowa vote in their caucuses as they would any other standard primary election — by casting a ballot. But the Democratic caucuses are a byzantine system where voters literally stand in groups to show support for their candidate. Beginning at 8 p.m. ET Monday, voters will gather at one of 1,678 precincts — held in schools, churches and community halls — where they will cast a vote by standing in a group for their chosen nominee. Candidates must receive 15 percent of the vote at any precinct to be considered viable. After a head count, voters who backed a losing candidate can join another group and support a different candidate — sparking a fierce round of courtship from rivals — or call it a day and go home. This process is why presidential wannabes also lobby to be an Iowan’s second choice. When the final votes are counted, candidates are awarded a certain number of state delegates ahead of the 2020 Democratic National Convention in June. Why are the Iowa caucuses so important? While Iowa only has 41 Democratic delegates — California, by contrast, has 416 — every candidate is desperate to score them. The victor receives a huge boost in media attention and fundraising before the New Hampshire primary on Feb. 11. It also starts winnowing the field of candidates, which is particularly bloated this election. If a candidate performs better than expected, it can change their fortunes. This is known as the “expectations game.” Then-Illinois Sen. Barack Obama defied the odds when he beat Hillary Clinton in Iowa in 2008 and eventually went on to win the nomination. He credits his momentum in Iowa for propelling him to the White House, the Register reported. This year’s underdogs, such as Sen. Amy Klobuchar and Pete Buttigieg, will undoubtedly be hoping for the same surprise result in 2020. What are the latest polls? After months in second or third place, Vermont Sen. Bernie Sanders has pulled away from the pack and is currently considered the favorite to win Iowa. The latest New York Times/Siena College poll has the septuagenarian senator 7 points ahead of former Vice President Joe Biden, while an Emerson poll has him 9 points ahead. RealClearPolitics, which provides a polling average , had Sanders in the lead Sunday with 24.6 percent, followed by Biden at 20.2 percent, Buttigieg at 15.4 percent and Sen. Elizabeth Warren in fourth with 15 percent. How are the 2020 Iowa caucuses different from 2016? For the first time, the Iowa Democratic Party will release data from the first round of votes — showing whom people aligned with before their favorite was deemed nonviable or they were persuaded to back another candidate. The party will also show how many delegates each candidate won. That means that if Biden loses Iowa but garners a similar number of delegates to Sanders, he can trumpet that as a quasi-win heading into New Hampshire. Why is Iowa first in the US? The Democratic Iowa caucuses have been the first nominating contest in the US since 1972 after a wild brawl broke out at the Democratic Nominating Convention in Chicago in 1968. After a tumultuous year that included the ongoing Vietnam War and the assassinations of the Rev. Martin Luther King Jr. and presidential candidate Robert Kennedy, voters were upset that Democratic leaders had elected a pro-war candidate behind closed doors. Party leaders re-evaluated and decided to open up the caucus process, with Iowa’s primary happening to come first. The state — which is disproportionately white and rural — has been criticized in recent years for not being representative of the rest of the nation demographically."
nypost.com,2/14/2020,Mike Bloomberg surpasses Joe Biden in latest Florida poll,https://nypost.com/2020/02/14/mike-bloomberg-surpasses-joe-biden-in-latest-florida-poll/,"Explore More Are you among the rich & famous owed $20B in unclaimed NY funds? ‘Jealous’ millionaire Kennedy scion Jack Schlossberg accuses Bloomberg, other billionaires of trying to ‘buy’ election Super-secretive Bohemian Grove society members allegedly leaked as who’s who of celebrity elite revealed Mike Bloomberg has overtaken Joe Biden in a new poll of likely Florida voters in the state’s presidential primary with 27.3 percent support, up 10 points from a similar survey last month, while the former veep secured just under 25.9 percent. The St. Pete Polls survey found that Biden’s support plummeted in the Sunshine State from more than 41 percent in January, according to The Hill. Meanwhile, former South Bend, Indiana, Mayor Pete Buttigieg and Sen. Bernie Sanders (I-Vt.) came in at 10.5 percent and 10.4 percent, respectively, while Sen. Amy Klobuchar of Minnesota was in fifth with 8.6 percent. Sen. Elizabeth Warren (D-Mass.) and billionaire activist Tom Steyer rounded out the top seven with 4.8 percent and 1.3 percent, respectively. This poll of 3,047 likely Florida Democratic primary voters was conducted from Wednesday to Thursday using the registered voter lists supplied by the state as of Jan. 7. The margin of error was 1.8 percentage points. In the previous snapshot of the race, Biden performed 15 points better, with Bloomberg coming in second with 17 percent support. The Florida Democratic primary takes place March 17 and 11.2 percent of voters said they remained undecided. The latest poll suggests that the former New York City mayor — who has skipped the first four states, Iowa through South Carolina, entirely — has been able to build name recognition in the nation’s largest general-election battleground. Bloomberg, who has poured about $350 million into TV, online and radio spots in his White House bid, has spent tens of millions on ads in Florida since he threw his hat in the ring on Nov. 24. See Also Mike Bloomberg's presidential campaign turns to bizarre Instagram memes Meanwhile, most of his rivals have not yet begun airing ads in the state, preferring to spend money in earlier nominating contests, according to The Hill . Bloomberg’s rising numbers come amid the release this week of audio from a 2015 speech in which he defended the NYPD’s controversial “stop-and-frisk” program and claimed that cops across the US could use a “Xerox” description of young minority males to identify murder suspects. The billionaire media mogul publicly apologized for stop-and-frisk in November, shortly before launching his Democratic bid for president. In response to the backlash after the audio’s release, Bloomberg said that by the time he left office, he had cut it by 95 percent. “But I should’ve done it faster and sooner. I regret that, and I have apologized — and I have taken responsibility for taking too long to understand the impact it had on black and Latino communities,” he said. And in 2008 remarks also uncovered this week, he said the elimination of a discriminatory housing practice known as “redlining” was responsible for spurring the economic meltdown that year."
nypost.com,2/21/2020,De Blasio's failed presidential campaign owes over $22K in debt,https://nypost.com/2020/02/21/de-blasios-failed-presidential-campaign-owes-over-22k-in-debt/,"Explore More How young Americans like Calla Walsh and Ilhan Omar’s daughter are being radicalized by communist nonprofit CodePink How Mamdani’s Rent Guidelines Board is cooking  the numbers to set up his rent freeze Meet Bill de Bogotá: Ex-NYC Mayor de Blasio visits Colombia with alleged China-linked far-left group Mayor Bill de Blasio’s failed presidential campaign is more than $22,000 in the red because of legal fees related to a federal fundraising probe, new election filings show. The mayor, who raised $1.4 million during his failed White House run , only has $8,022 left on hand in the federal campaign account — while owing $30,350 to the Washington, DC-based law firm of Trister, Ross, Schadler & Gold for legal services. The firm billed him for legal work on a Federal Election Commission probe into alleged fundraising violations by his campaign. Council members Joe Borelli (R-Staten Island) and Robert Holden (D-Queens) said that news of the debt explains why de Blasio didn’t use campaign funds to pay off $358,000 in costs racked up by his NYPD security detail racked on the campaign trail. “At least now we know why we were stuck with the security bill,” quipped Borelli. “It’s easier to spend other people’s money.” Holden said de Blasio “thinks he has a bottomless taxpayer-funded slush fund to pay for his personal and political whims.” “We’ve had enough of an absentee mayor for six years, who now travels around the country campaigning for a new job, and it is about time he did something right with our money: reimburse us for his abuse of tax dollars,” he said. De Blasio is already more than $300,000 in debt for legal fees related to federal and state investigations of his fundraising practices that ended three years ago. See Also FEC warns de Blasio over presidential fundraising irregularities The mayor had previously racked up a nearly $3 million legal tab after enlisting Kramer Levin Naftalis & Frankel LLP in 2016 to represent him as criminal defense lawyers in the federal and state investigations. Both probes were closed in March 2017 with no charges filed. The City Council last year passed legislation paving the way for de Blasio to set up a legal defense fund to hit up donors to help pay off his legal fees related to the probes, but he’s yet to set up a fund. Both the state and federal probes also cost taxpayers another $11 million in bills run up by mayoral aides. A message left with Trister, Ross, Schadler & Gold was not returned. Jon Paul Lupo, a spokesman for de Blasio’s campaign, said “the campaign will be able to pay all its debts” without elaborating."
npr.org,3/2/2020,Super Tuesday Live Results And Analysis,https://www.npr.org/2020/03/02/805802870/live-super-tuesday-2020-results-and-analysis?utm_medium=RSS&utm_campaign=politics,
apnews.com,3/5/2020,Black voters power Biden's Super Tuesday success,http://apnews.com/6da852f910238ecc2fd4f8a71e7d298a,"DETROIT (AP) — Joe Biden’s presidential campaign spent the past month on the verge of collapse after disappointing finishes in the overwhelmingly white states that launched the Democratic primary. As he watched the turmoil unfold from Gadsden, Alabama, Robert Avery thought the race would change dramatically when it moved into the South. “He knows us, he cares about us,” the 71-year-old community organizer said. “People have given us no credit as to knowing what’s going on or being involved, and that’s the furthest thing from the truth.” It turns out Avery’s instinct was right. After a brutal February for Biden, black voters throughout the South transformed Biden’s White House bid over the course of three days. A back-of-the-pack operation surged to front-runner status powered by support from black voters, starting with Biden’s commanding win Saturday in South Carolina and coming into full focus on Super Tuesday as he racked up wins in Virginia, North Carolina, Alabama and Tennessee. Biden is now in a tight race with progressive rival Bernie Sanders, who emerged as the initial Democratic leader after strong performances in Iowa , New Hampshire and Nevada last month. Activists said Biden’s success is a reminder that the path to victory in the Democratic contest runs straight through their communities. “You can’t win the Democratic presidential nomination without winning the South, and you can’t win the South without the black vote, and you can’t win the black vote without winning the black women’s vote,” said Melanie Campbell, president and CEO of the National Coalition on Black Civic Participation. “We believe all roads to the White House must come through the South.” Read More Black voters strongly aligned behind Biden over other candidates, according to AP VoteCast surveys across eight Super Tuesday states. In Alabama, where African American voters made up a majority of the Democratic primary electorate, roughly 7 in 10 supported the former vice president. That support held across ages and gender. In other states, like Texas, Virginia and North Carolina, black voters made up a smaller but sizable share of Democratic primary voters. While a majority of both black men and women supported Biden, Sanders did pull about even with Biden among black voters under 45. Biden will be looking to carry that momentum into next week’s six primaries that will include states like Michigan and Mississippi, which are also home to significant populations of black voters. More than 78% of residents in Detroit, Michigan’s largest city, are African American. The former vice president’s success also poses warning signs for Sanders. The Vermont senator’s 2016 presidential campaign was unsuccessful in part because he couldn’t line up enough support from black voters in the South to win the Democratic nomination. Since 2016, Sanders has focused on building relationships with black leaders and voters. He frequently speaks of a multiracial coalition that will help him win the nomination and the White House. But Tuesday’s results — combined with his distant second-place finish in South Carolina — suggest he could face similar challenges in 2020. Sanders has warned in recent days that the party’s elite establishment is aligning to thwart his campaign. But Biden allies pointed to their success with a diverse set of voters on Tuesday to rebut that. “I just did not know that African Americans in the South were considered part of the establishment,” said Louisiana Democratic Rep. Cedric Richmond, Biden’s campaign co-chairman. “African American voters have made a conscious decision that we fought and earned through civil rights,” Richmond said, because they understand the importance of “nominating a person that they know, nominating a person that can win.” Niambi Carter, a political science professor at Howard University, said the race shifted in Biden’s favor after he nabbed an endorsement from South Carolina Rep. Jim Clyburn, the highest-ranking black member of Congress. Carter said Clyburn is a beloved and trusted figure in the black community, and she believes it potentially gave black voters in states like Alabama and Virginia the necessary push to support Biden. “Older black voters are an important constituency for Democrats,” Carter said. “I think people underestimate the importance of having a steadfast core group of supporters, and Joe Biden had that. I think this sort of narrative that it’s just about black people voting their fears is perhaps not necessarily the case. Black people are not just pragmatic, they’re strategic.” Trudy Lucas, the religious affairs and external relations manager at National Action Network South Carolina, agreed. “We listen to Jim Clyburn, and we’ve been doing that for years now,” Lucas said. That rings true for Sheryl Threadgill-Matthews, a member of the Alabama New South Coalition Inc. who voted for Biden. Threadgill-Matthews said it initially wasn’t an easy choice, but as candidates began to drop out of the race, her choice became clear. “I really think across the nation that people will start to galvanize,” Threadgill-Matthews said. “I grappled with it initially, but when I thought about his record and the integrity that he’s always shown through his vice presidency, I decided to vote for him. I think Biden would be a candidate that a diverse electorate could support.” ____ Associated Press writer Bill Barrow in Los Angeles contributed to this report. ___ Kat Stafford is a member of The Associated Press’ Race and Ethnicity team. Follow her on Twitter at https://twitter.com/kat__stafford ___ Catch up on the 2020 election campaign with AP experts on our weekly politics podcast, “Ground Game.”"
npr.org,3/1/2020,Politics Chat: Super Tuesday Is Next In Election 2020,https://www.npr.org/2020/03/01/810873441/politics-chat-super-tuesday-is-next-in-election-2020?utm_medium=RSS&utm_campaign=weekendeditionsunday,"NPR political correspondent Mara Liasson discusses the results from Saturday's primary in South Carolina and looks ahead to Super Tuesday, where 14 more states will vote. Sponsor Message"
